-2.5,0.190
-2,0.244
-1.5,0.320
-1,0.433
-0.5,0.596
0,1.002
0.5,1.213
1,1.393
1.5,1.517
2,1.614
2.5,1.676
3,1.720
3.5,1.751
4,1.774
11.3,1.732
11.8,1.718
12.3,1.696
12.8,1.667
13.3,1.629
13.8,1.567
14.3,1.485
14.8,1.376
15.3,1.192
15.8,1.005
16.3,0.750
16.8,0.536
17.3,0.377
17.8,0.265
18.3,0.206
