-2.5,0.244
-2,0.335
-1.5,0.447
-1,0.617
-0.5,0.809
0,0.995
0.5,1.220
1,1.451
1.5,1.707
2,1.820
2.5,1.898
3,1.919
3.5,1.893
4,1.815
4.5,1.680
5,1.476
5.5,1.221
6,0.959
6.5,0.791
7,0.580
7.5,0.425
8,0.309
